record_type,field,value,source_url,evidence_type,confidence,source_snippet,notes,retrieved_at
"brand_profile","competitors","[{""name"":""National franchise plumbers"",""reason"":""Homeowners often call the largest advertised brand first.""},{""name"":""Handyman marketplaces"",""reason"":""Some leaks get booked through gig apps instead of licensed plumbers.""}]","https://clearflowplumbing.example","inferred","low","","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"brand_profile","seo.metadataCompleteness","partial","https://clearflowplumbing.example","inferred","medium","","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"brand_profile","seo.pageSpeedNote","","https://clearflowplumbing.example","inferred","low","","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"brand_profile","seo.technicalObservations","[]","https://clearflowplumbing.example","inferred","low","","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"brand_profile","seo.contentOpportunities","[""When to repair versus replace a water heater"",""What a flat-rate plumbing quote should include"",""Signs your main drain needs hydro jetting"",""How camera drain inspection finds hidden clogs"",""Questions to ask before hiring an emergency plumber"",""Tankless versus tank water heaters for busy households""]","https://clearflowplumbing.example","recommended","medium","","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Tankless water heater install","https://clearflowplumbing.example/services/water-heaters","observed","high","Tankless water heater install","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Emergency drain clearing","https://clearflowplumbing.example/services/drains","observed","high","Emergency drain clearing","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Slab leak detection","https://clearflowplumbing.example/services/leak-detection","observed","high","Slab leak detection","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Garbage disposal replacement","https://clearflowplumbing.example/services/disposals","observed","high","Garbage disposal replacement","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Main line hydro jetting","https://clearflowplumbing.example/services/drains","observed","high","Main line hydro jetting","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","indexedProduct","Fixture repair visit","https://clearflowplumbing.example/services/repairs","observed","high","Fixture repair visit","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","faq","Q: Do you offer same-day emergency service? A: Yes. Licensed technicians are dispatched for burst pipes, major leaks, and clogged main lines during posted emergency hours.","https://clearflowplumbing.example/faq","observed","high","Q: Do you offer same-day emergency service? A: Yes. Licensed technicians are dispatched for burst pipes, major leaks, and clogged main lines during posted emergency hours.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","faq","Q: Are your quotes flat-rate? A: We provide a written flat-rate quote before work begins so homeowners know the total before approving repairs.","https://clearflowplumbing.example/faq","observed","high","Q: Are your quotes flat-rate? A: We provide a written flat-rate quote before work begins so homeowners know the total before approving repairs.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","faq","Q: Do you install tankless water heaters? A: Yes. We install tank and tankless units and explain sizing, venting, and operating cost trade-offs.","https://clearflowplumbing.example/faq","observed","high","Q: Do you install tankless water heaters? A: Yes. We install tank and tankless units and explain sizing, venting, and operating cost trade-offs.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","faq","Q: What areas do you serve? A: Residential homes within our posted service radius; commercial work is available on request.","https://clearflowplumbing.example/faq","observed","high","Q: What areas do you serve? A: Residential homes within our posted service radius; commercial work is available on request.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","customerProblems","Homeowners delay calling a plumber because they fear opaque hourly billing and upselling.","https://clearflowplumbing.example/about","observed","high","Homeowners delay calling a plumber because they fear opaque hourly billing and upselling.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","positioning","ClearFlow Plumbing focuses on transparent flat-rate residential plumbing with licensed same-day response.","https://clearflowplumbing.example/about","observed","high","ClearFlow Plumbing focuses on transparent flat-rate residential plumbing with licensed same-day response.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
"evidence","description","ClearFlow Plumbing is a family-owned residential plumbing company serving homeowners with emergency repairs, water heater installation, and drain clearing.","https://clearflowplumbing.example","observed","high","ClearFlow Plumbing is a family-owned residential plumbing company serving homeowners with emergency repairs, water heater installation, and drain clearing.","Synthetic plumbing fixture for industry-agnostic measurement","1970-01-01T00:00:00.000Z"
