record_type,field,value,source_url,evidence_type,confidence,source_snippet,notes,retrieved_at
"brand_profile","colors","[""#31695A"",""#202522""]","https://zynava.com","inferred","low","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","socialProfiles","[{""platform"":""instagram"",""status"":""missing""},{""platform"":""facebook"",""status"":""present"",""url"":""https://www.facebook.com/zynava""},{""platform"":""linkedin"",""status"":""present"",""url"":""https://www.linkedin.com/company/zynava""},{""platform"":""tiktok"",""status"":""missing""},{""platform"":""youtube"",""status"":""present"",""url"":""https://www.youtube.com/@zynava""},{""platform"":""x"",""status"":""missing""}]","https://zynava.com","observed","high","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","competitors","[{""name"":""Retailer-native supplement search"",""reason"":""Shoppers often compare inside Amazon or retailer sites — on-site language positions Zynava against that habit.""},{""name"":""Sponsored supplement ranking blogs"",""reason"":""Site emphasizes non-sponsored comparison and education.""}]","https://zynava.com","inferred","low","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","seo.metadataCompleteness","strong","https://zynava.com","inferred","medium","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","seo.pageSpeedNote","Heuristic only (not Lighthouse): homepage HTML ~78KB with 11 images.","https://zynava.com","inferred","low","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","seo.technicalObservations","[""6 images missing alt text.""]","https://zynava.com","inferred","low","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"brand_profile","seo.contentOpportunities","[""What to check on a Magnesium glycinate label before buying"",""Vitamin C forms and price per serving across retailers"",""Comparing Vitamin D3 vs D2 on supplement labels"",""How to compare Omega-3 price per serving fairly"",""Zinc label checks: strength, form, and serving cost"",""Vitamin B12 Methylcobalamin vs Cyanocobalamin — what labels show""]","https://zynava.com","recommended","medium","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","businessName","AI-Powered Supplement Search Engine","https://zynava.com/","observed","high","AI-Powered Supplement Search Engine","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","description","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Educational only; not medical advice.","https://zynava.com/","observed","high","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving wh…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","logoUrl","https://zynava.com/assets/images/Home%20Page/zynavafavicon.png","https://zynava.com/","observed","high","https://zynava.com/assets/images/Home%20Page/zynavafavicon.png","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactEmail","business@zynava.com","https://zynava.com/","observed","high","business@zynava.com","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactEmail","support@zynava.com","https://zynava.com/","observed","high","support@zynava.com","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactPhone","5615831280","https://zynava.com/","observed","medium","5615831280","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactPhone","(561) 583-1280","https://zynava.com/","observed","medium","(561) 583-1280","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactPhone","89286489","https://zynava.com/","observed","medium","89286489","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactPhone","7349-3644461","https://zynava.com/","observed","medium","7349-3644461","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","contactPhone","55928990","https://zynava.com/","observed","medium","55928990","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","legalName","DR.B WELLNESS & CARE LLC","https://zynava.com/","observed","high","DR.B WELLNESS & CARE LLC","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","founder","Dr. B","https://zynava.com/","observed","high","Dr. B","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","foundingDate","2025","https://zynava.com/","observed","high","2025","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","organizationDescription","AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Free — no sign-up required. Not medical advice.","https://zynava.com/","observed","high","AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows th…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","serviceArea","United States","https://zynava.com/","observed","high","United States","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","businessAddress","15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US","https://zynava.com/","observed","high","15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","knowsAbout","AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplement education","https://zynava.com/","observed","high","AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplem…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","productsServices","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement CatalogBrowse vitamins and minerals to compare options and start a preference-matched search. For deeper education, see each nutrient's research guide and Le…","https://zynava.com/supplements/catalog","observed","high","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement CatalogBrowse vitamins and minerals to compare options an…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Magnesium glycinate","https://zynava.com/","observed","high","Magnesium glycinate","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Vitamin D3","https://zynava.com/","observed","high","Vitamin D3","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Magnesium","https://zynava.com/supplements/catalog","observed","high","Magnesium","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Vitamin C","https://zynava.com/supplements/catalog","observed","high","Vitamin C","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Vitamin D","https://zynava.com/supplements/catalog","observed","high","Vitamin D","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Vitamin B12","https://zynava.com/supplements/catalog","observed","high","Vitamin B12","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Zinc","https://zynava.com/supplements/catalog","observed","high","Zinc","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","catalogProduct","Omega-3","https://zynava.com/tools/ingredient-explorer","observed","high","Omega-3","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","positioning","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactAbout ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA…","https://zynava.com/about","observed","high","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactAbout ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a parado…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","customerProblems","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactFrequently Asked QuestionsFind answers to common questions about ZYNAVA, our platform, and how we work.What is ZYNAVA?Zynava is a free AI-powered supplement search and …","https://zynava.com/faq","observed","high","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactFrequently Asked QuestionsFind answers to common questions about ZYN…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and prices from multiple retailers. You can also build a personalized supplement plan and ask supplement questions with our AI advisor for non-medical, educational guidance. We do not sell supplements — we route you to third-party retailers.","https://zynava.com/faq","observed","high","Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and …","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, you are routed to third-party retailers where you can review it and make your own purchasing decisions.","https://zynava.com/faq","observed","high","Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, …","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your responses, we help you find supplements that may align with what you're looking for. You can also search for any supplement by name, explore options across retailers, or open the advisor chat for ingredient and goal questions. The process is free, requires no account,","https://zynava.com/faq","observed","high","Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your resp…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We do not replace conversations with qualified healthcare professionals. Before using any supplement, especially if you have health conditions, take medications, or are pregnant or breastfeeding, please consult with a healthcare provider.","https://zynava.com/faq","observed","high","Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We d…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our guidance platform.","https://zynava.com/faq","observed","high","Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our gui…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools or results — there are no sponsored placements, no paid rankings, and no brand partnerships that affect what you see. We are transparent about our affiliate relationships and prioritize accuracy over sales.","https://zynava.com/faq","observed","high","Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools …","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on available information about ingredients and supplement types, but we cannot promise that any product will produce specific results for any individual.","https://zynava.com/faq","observed","high","Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on av…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","faq","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, NCCIH, and other evidence-based resources. We summarize and paraphrase information - we do not copy content verbatim. All content is reviewed for accuracy and compliance.","https://zynava.com/faq","observed","high","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, N…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","educationalTopics","Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredients Matter · Your Experience Matters · Trust & Transparency","https://zynava.com/","observed","high","Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredie…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteTestimonial","Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?","https://zynava.com/","observed","medium","Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteTestimonial","We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.","https://zynava.com/","observed","medium","We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Learn","https://zynava.com/","observed","medium","Learn","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Start Saving","https://zynava.com/","observed","medium","Start Saving","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Explore Options→","https://zynava.com/","observed","medium","Explore Options→","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Explore tools →","https://zynava.com/","observed","medium","Explore tools →","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Explore ingredients →","https://zynava.com/","observed","medium","Explore ingredients →","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Get Started→","https://zynava.com/","observed","medium","Get Started→","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Ingredient Explorer","https://zynava.com/","observed","medium","Ingredient Explorer","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","websiteCta","Supplement Finder Quiz","https://zynava.com/","observed","medium","Supplement Finder Quiz","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","social.facebook","https://www.facebook.com/zynava","https://www.facebook.com/zynava","observed","high","https://www.facebook.com/zynava","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","social.linkedin","https://www.linkedin.com/company/zynava","https://www.linkedin.com/company/zynava","observed","high","https://www.linkedin.com/company/zynava","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","social.youtube","https://www.youtube.com/@zynava","https://www.youtube.com/@zynava","observed","high","https://www.youtube.com/@zynava","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"evidence","ownedTopics","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement Guides & EducationFree, evidence-based guides to help you understand supplement quality, safety, and research. Writte…","https://zynava.com/learn","observed","medium","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement Guides & EducationFree, evidence-based guides to help you…","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
"strategy_preview","json","{""strategyThesis"":{""headline"":""Make Zynava supplement comparison clearer"",""explanation"":""Lead with search and price comparison so shoppers understand options before they buy."",""rationale"":""Public site positions Zynava as supplement search and comparison."",""evidenceIds"":[""e-desc""],""confidence"":""medium""},""leadOffer"":{""name"":""Supplement search and price comparison"",""reason"":""Core product on the homepage."",""evidenceIds"":[""e-desc""]},""audienceMessage"":{""message"":""Find and compare supplements with clearer prices and ingredients."",""evidenceIds"":[""e-desc""]},""contentPillars"":[{""name"":""Education"",""purpose"":""Teach comparison"",""exampleTopics"":[""How to compare labels""],""evidenceIds"":[""e-topics""]},{""name"":""Proof"",""purpose"":""Build trust"",""exampleTopics"":[""Transparent pricing methodology""],""evidenceIds"":[""e-disc""]},{""name"":""Offer"",""purpose"":""Drive action"",""exampleTopics"":[""Start a supplement search""],""evidenceIds"":[""e-cta1""]}],""channelRoles"":[{""channel"":""Website"",""role"":""Home base"",""status"":""detected"",""rationale"":""Primary property"",""evidenceIds"":[""e-desc""]},{""channel"":""YouTube"",""role"":""Education"",""status"":""detected"",""rationale"":""Detected on website"",""evidenceIds"":[""e-yt""]},{""channel"":""LinkedIn"",""role"":""Trust"",""status"":""detected"",""rationale"":""Detected on website"",""evidenceIds"":[""e-li""]}],""firstCampaign"":{""hook"":""Compare supplements without the guesswork"",""premise"":""Lead with clearer comparison for overwhelmed shoppers."",""formats"":[{""format"":""Short post"",""angle"":""Clarity""},{""format"":""Landing section"",""angle"":""Offer""}],""evidenceIds"":[""e-desc""]},""conversionPath"":{""audienceAction"":""Start a search"",""destination"":""Homepage CTA"",""primaryCta"":""Compare supplements"",""rationale"":""Lowest friction first step"",""evidenceIds"":[""e-cta1""]},""postingRhythm"":""3x per week"",""keyOpportunity"":""Help shoppers compare supplement prices and ingredients before buying"",""assumptions"":[""Public pages reflect current positioning""]}","https://zynava.com","inferred","medium","","Refreshed from public zynava.com crawl via refresh:zynava-fixture (discovery-csv-rows)","2026-07-27T22:38:11.925Z"
