record_type,field,value,source_url,evidence_type,confidence,source_snippet,notes,retrieved_at
"brand_profile","marketingOpportunity","Build authority with educational content, clear offers, and consistent organic presence.","https://zynava.com","recommended","medium","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","colors","[]","https://zynava.com","inferred","low","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","socialProfiles","[{""platform"":""instagram"",""status"":""missing""},{""platform"":""facebook"",""status"":""present"",""url"":""https://www.facebook.com/zynava""},{""platform"":""linkedin"",""status"":""present"",""url"":""https://www.linkedin.com/company/zynava""},{""platform"":""tiktok"",""status"":""missing""},{""platform"":""youtube"",""status"":""present"",""url"":""https://www.youtube.com/@zynava""},{""platform"":""x"",""status"":""missing""}]","https://zynava.com","observed","high","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","competitors","[{""name"":""Retailer-native supplement search"",""reason"":""Shoppers often compare inside Amazon or retailer sites — on-site language positions Zynava against that habit.""},{""name"":""Sponsored supplement ranking blogs"",""reason"":""Site emphasizes non-sponsored comparison and education.""}]","https://zynava.com","inferred","low","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","seo.metadataCompleteness","weak","https://zynava.com","inferred","medium","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","seo.pageSpeedNote","Heuristic only (not Lighthouse): homepage HTML ~5KB with 0 images.","https://zynava.com","inferred","low","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","seo.technicalObservations","[""Missing meta description."",""No H1 heading found on the homepage.""]","https://zynava.com","inferred","low","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"brand_profile","seo.contentOpportunities","[""What to check on a Magnesium glycinate label before buying"",""Vitamin C forms and price per serving across retailers"",""Comparing Vitamin D3 vs D2 on supplement labels"",""How to compare Omega-3 price per serving fairly"",""Zinc label checks: strength, form, and serving cost"",""Vitamin B12 Methylcobalamin vs Cyanocobalamin — what labels show""]","https://zynava.com","recommended","medium","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","businessName","AI-Powered Supplement Search Engine","https://zynava.com/","observed","high","AI-Powered Supplement Search Engine","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","contactEmail","support@zynava.com","https://zynava.com/","observed","high","support@zynava.com","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","contactEmail","business@zynava.com","https://zynava.com/","observed","high","business@zynava.com","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","contactPhone","(561) 583-1280","https://zynava.com/","observed","medium","(561) 583-1280","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","productsServices","MagnesiumVitamin DHow It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement CatalogBrowse vitamins and minerals to compare options and start a preference-matched search. For deeper education, see each nutrient's res…","https://zynava.com/supplements/catalog","observed","high","MagnesiumVitamin DHow It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement CatalogBrowse vitamins and minerals to …","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Magnesium glycinate","https://zynava.com/","observed","high","Magnesium glycinate","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Vitamin D3","https://zynava.com/","observed","high","Vitamin D3","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Magnesium","https://zynava.com/supplements/catalog","observed","high","Magnesium","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Vitamin C","https://zynava.com/tools/ingredient-explorer","observed","high","Vitamin C","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Vitamin D","https://zynava.com/supplements/catalog","observed","high","Vitamin D","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Vitamin B12","https://zynava.com/tools/ingredient-explorer","observed","high","Vitamin B12","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Zinc","https://zynava.com/tools/ingredient-explorer","observed","high","Zinc","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Omega-3","https://zynava.com/tools/ingredient-explorer","observed","high","Omega-3","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Calcium","https://zynava.com/supplements/catalog/minerals/calcium","observed","high","Calcium","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","catalogProduct","Creatine","https://zynava.com/tools/ingredient-explorer","observed","high","Creatine","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","positioning","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactAbout ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA…","https://zynava.com/about","observed","high","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactAbout ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a parado…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","customerProblems","how we work.What is ZYNAVA?Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and prices from multiple retailers. You can also build a personalized supplement plan and ask suppl…","https://zynava.com/faq","observed","high","how we work.What is ZYNAVA?Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: how we work.What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and prices from multiple retailers. You can also build a personalized supplement plan and ask supplement questions with our AI advisor for non-medical, educational guidance. We","https://zynava.com/faq","observed","high","Q: how we work.What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement …","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: do not sell supplements — we route you to third-party retailers.Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, you","https://zynava.com/faq","observed","high","Q: do not sell supplements — we route you to third-party retailers.Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an ind…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: are routed to third-party retailers where you can review it and make your own purchasing decisions.How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your responses, we help you find supplements that may align with what you're looking for. You can also search for any supplement by name, explore options across retailers, or open the advisor chat for ingredient and goal questions…","https://zynava.com/faq","observed","high","Q: are routed to third-party retailers where you can review it and make your own purchasing decisions.How does the Supplement Advisor work? A: The Supplement Advisor asks you a fe…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: is free, requires no account, and takes just a few minutes.Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We do not replace conversations with qualified healthcare professionals. Before using any supplement, especially if you have health conditions, take medications, or","https://zynava.com/faq","observed","high","Q: is free, requires no account, and takes just a few minutes.Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, tre…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: are pregnant or breastfeeding, please consult with a healthcare provider.Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and","https://zynava.com/faq","observed","high","Q: are pregnant or breastfeeding, please consult with a healthcare provider.Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. …","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: do not require registration to access our guidance platform.How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools or results — there are no sponsored placements, no paid rankings, and no brand partnerships that affect","https://zynava.com/faq","observed","high","Q: do not require registration to access our guidance platform.How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party reta…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: what you see. We are transparent about our affiliate relationships and prioritize accuracy over sales.Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on available information about ingredients and supplement types, but we cannot promise that any product will produce specific results for any individual.","https://zynava.com/faq","observed","high","Q: what you see. We are transparent about our affiliate relationships and prioritize accuracy over sales.Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee …","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","faq","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, NCCIH, and other evidence-based resources. We summarize and paraphrase information - we","https://zynava.com/faq","observed","high","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, N…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","ownedTopics","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement Guides & EducationFree, evidence-based guides to help you understand supplement quality, safety, and research. Writte…","https://zynava.com/learn","observed","medium","How It WorksContactMore✕HomeHow It WorksLearnOur PhilosophySupplementsHealth ToolsRetailersResearchAboutContactSupplement Guides & EducationFree, evidence-based guides to help you…","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"evidence","legalName","DR.B WELLNESS & CARE LLC","https://zynava.com","observed","high","DR.B WELLNESS & CARE LLC","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
"strategy_preview","json","{""strategyThesis"":{""headline"":""Make Zynava supplement comparison clearer"",""explanation"":""Lead with search and price comparison so shoppers understand options before they buy."",""rationale"":""Public site positions Zynava as supplement search and comparison."",""evidenceIds"":[""e-desc""],""confidence"":""medium""},""leadOffer"":{""name"":""Supplement search and price comparison"",""reason"":""Core product on the homepage."",""evidenceIds"":[""e-desc""]},""audienceMessage"":{""message"":""Find and compare supplements with clearer prices and ingredients."",""evidenceIds"":[""e-desc""]},""contentPillars"":[{""name"":""Education"",""purpose"":""Teach comparison"",""exampleTopics"":[""How to compare labels""],""evidenceIds"":[""e-topics""]},{""name"":""Proof"",""purpose"":""Build trust"",""exampleTopics"":[""Transparent pricing methodology""],""evidenceIds"":[""e-disc""]},{""name"":""Offer"",""purpose"":""Drive action"",""exampleTopics"":[""Start a supplement search""],""evidenceIds"":[""e-cta1""]}],""channelRoles"":[{""channel"":""Website"",""role"":""Home base"",""status"":""detected"",""rationale"":""Primary property"",""evidenceIds"":[""e-desc""]},{""channel"":""YouTube"",""role"":""Education"",""status"":""detected"",""rationale"":""Detected on website"",""evidenceIds"":[""e-yt""]},{""channel"":""LinkedIn"",""role"":""Trust"",""status"":""detected"",""rationale"":""Detected on website"",""evidenceIds"":[""e-li""]}],""firstCampaign"":{""hook"":""Compare supplements without the guesswork"",""premise"":""Lead with clearer comparison for overwhelmed shoppers."",""formats"":[{""format"":""Short post"",""angle"":""Clarity""},{""format"":""Landing section"",""angle"":""Offer""}],""evidenceIds"":[""e-desc""]},""conversionPath"":{""audienceAction"":""Start a search"",""destination"":""Homepage CTA"",""primaryCta"":""Compare supplements"",""rationale"":""Lowest friction first step"",""evidenceIds"":[""e-cta1""]},""postingRhythm"":""3x per week"",""keyOpportunity"":""Help shoppers compare supplement prices and ingredients before buying"",""assumptions"":[""Public pages reflect current positioning""]}","https://zynava.com","inferred","medium","","Proposed Zynava discovery CSV (proposed from frozen Layer-1 (10 pages)); schema 1.1; Does not replace approved CSV until approve:zynava-fixture; Derived fields from rules/fallbackProfile (LLM skipped).; Curated platform capabilities applied (4); not catalog SKUs.","2026-07-28T15:35:27.528Z"
