record_type,field,value,source_url,evidence_type,confidence,source_snippet,notes,retrieved_at
"brand_profile","competitors","[{""name"":""NIH Office of Dietary Supplements (ODS)"",""reason"":""Suggested competitor — Not a price-comparison engine, but ZYNAVA explicitly cites NIH ODS as an authoritative source for supplement information, making it a relevant alternative destination for educational supplement research."",""website"":""https://ods.od.nih.gov/""},{""name"":""PubMed"",""reason"":""Suggested competitor — ZYNAVA states it uses PubMed research as an evidence source; users seeking supplement evidence may compare against direct research browsing rather than a search/comparison tool."",""website"":""https://pubmed.ncbi.nlm.nih.gov/""},{""name"":""NCCIH (National Center for Complementary and Integrative Health)"",""reason"":""Suggested competitor — ZYNAVA lists NCCIH among evidence-based resources; users may turn to NCCIH for educational guidance instead of an AI advisor experience."",""website"":""https://www.nccih.nih.gov/""}]","https://zynava.com","inferred","low","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"brand_profile","seo.metadataCompleteness","strong","https://zynava.com","inferred","medium","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"brand_profile","seo.pageSpeedNote","Heuristic only (not Lighthouse): homepage HTML ~78KB with 11 images.","https://zynava.com","inferred","low","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"brand_profile","seo.technicalObservations","[""6 images missing alt text.""]","https://zynava.com","inferred","low","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"brand_profile","seo.contentOpportunities","[""Magnesium glycinate"",""Vitamin D3"",""Magnesium"",""Vitamin C"",""Vitamin D"",""Vitamin B12""]","https://zynava.com","recommended","medium","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"brand_profile","derivedFieldNames","[]","https://zynava.com","observed","high","","Draft materialized by analyzeWebsite","2026-07-28T23:46:07.541Z"
"evidence","businessName","AI-Powered Supplement Search Engine","https://zynava.com","observed","high","AI-Powered Supplement Search Engine","{""id"":""7ff41b26-adbe-4163-a1e4-8efe4c21d9f6"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","description","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Educational only; not medical advice.","https://zynava.com","observed","high","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving wh…","{""id"":""0867c080-8ca6-4d51-8fa9-accadcdd91a0"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","logoUrl","https://zynava.com/assets/images/Home%20Page/zynavafavicon.png","https://zynava.com","observed","high","https://zynava.com/assets/images/Home%20Page/zynavafavicon.png","{""id"":""f843853f-8f1f-441c-b38b-a1f410157c04"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactEmail","business@zynava.com","https://zynava.com","observed","high","business@zynava.com","{""id"":""fd195b9f-8d67-4eee-8237-6ad7793df31a"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactEmail","support@zynava.com","https://zynava.com","observed","high","support@zynava.com","{""id"":""e2edc12e-5c94-410e-93df-cca60f993d09"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactPhone","5615831280","https://zynava.com","observed","medium","5615831280","{""id"":""5c8045b0-b848-47c5-9dd1-deaad64d9564"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactPhone","(561) 583-1280","https://zynava.com","observed","medium","(561) 583-1280","{""id"":""df9098c5-ace5-41db-aa3e-235492874390"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactPhone","89286489","https://zynava.com","observed","medium","89286489","{""id"":""eaaed882-9828-4fce-bd3e-a16e5e59ccfb"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactPhone","7349-3644461","https://zynava.com","observed","medium","7349-3644461","{""id"":""72c47d47-87d7-45b8-93e7-d9cecc7fb938"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","contactPhone","23853635","https://zynava.com","observed","medium","23853635","{""id"":""5d9f9248-ea09-4076-b865-af52136b2f84"",""sourcePageType"":""contact"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","legalName","DR.B WELLNESS & CARE LLC","https://zynava.com","observed","high","DR.B WELLNESS & CARE LLC","{""id"":""1ce06550-fe25-4c1c-974b-6e2256c11d6c"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","founder","Dr. B","https://zynava.com","observed","high","Dr. B","{""id"":""4d2e7cc4-410a-41c4-8f84-20e034d3b04c"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","foundingDate","2025","https://zynava.com","observed","high","2025","{""id"":""b61f22fa-c215-4752-a9c2-2f024dc2ddad"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","organizationDescription","AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Free — no sign-up required. Not medical advice.","https://zynava.com","observed","high","AI-powered supplement search and price-comparison engine. Choose your ingredient, form, diet, and budget—Zynava finds matching products across participating retailers and shows th…","{""id"":""506af45f-8af9-4e7e-986f-9b770111176d"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","United States","https://zynava.com","observed","high","United States","{""id"":""6eaa1118-1622-4a10-831f-5d578a90c6fa"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","businessAddress","15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US","https://zynava.com","observed","high","15257 Amberly Dr, Ste 233 · Tampa, FL, 33647 · US","{""id"":""85f0d252-39ea-4522-a358-578420f4d7d6"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","knowsAbout","AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplement education","https://zynava.com","observed","high","AI-Powered Supplement Search · Dietary Supplements · Vitamins · Minerals · Nutrition · Wellness · Supplement Price Comparison · AI Health Technology · Supplement Options · Supplem…","{""id"":""a19b39c6-14c2-41c4-87d9-edaddfb75f0a"",""sourcePageType"":""organization"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","productsServices","VitaminsVitamin DThe Sunshine VitaminVitamin CThe Immune & Antioxidant VitaminVitamin B12The Blood & Nerve VitaminVitamin B6The Metabolism VitaminVitamin AThe Vision & Immune VitaminVitamin EThe Antioxidant VitaminVitamin KThe Coagulation VitaminVitamin B1The Energy VitaminVitam…","https://zynava.com/supplements/catalog","observed","high","VitaminsVitamin DThe Sunshine VitaminVitamin CThe Immune & Antioxidant VitaminVitamin B12The Blood & Nerve VitaminVitamin B6The Metabolism VitaminVitamin AThe Vision & Immune Vita…","{""id"":""ca50eeaf-d693-4e2d-8c98-4311c9972316"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Magnesium glycinate","https://zynava.com","observed","high","Magnesium glycinate","{""id"":""783306da-7ed7-418f-8528-50fdcb1f6e2c"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Vitamin D3","https://zynava.com","observed","high","Vitamin D3","{""id"":""ec7213fd-db93-4202-9c82-38025290b136"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Magnesium","https://zynava.com/supplements/catalog","observed","high","Magnesium","{""id"":""7aca979c-bca4-4a16-8efa-8f609a5d7a53"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Vitamin C","https://zynava.com/supplements/catalog","observed","high","Vitamin C","{""id"":""e0fe13e0-4420-4af5-961c-ced7c6eb6640"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Vitamin D","https://zynava.com/supplements/catalog","observed","high","Vitamin D","{""id"":""60498d87-fed0-4aaf-b22c-f25e655a4620"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Vitamin B12","https://zynava.com/supplements/catalog","observed","high","Vitamin B12","{""id"":""f38f01ad-7988-45c1-8cf5-552b81c4534a"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Zinc","https://zynava.com/supplements/catalog","observed","high","Zinc","{""id"":""ab7724d4-9ff7-4a74-b9dd-28a5d6c5daa0"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Omega-3","https://zynava.com/tools/ingredient-explorer","observed","high","Omega-3","{""id"":""3e2b427b-2332-4c83-b51c-f761252b9a7b"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Calcium","https://zynava.com/supplements/catalog","observed","high","Calcium","{""id"":""05dff546-b43b-4950-bc62-f73c140e2dbe"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","indexedProduct","Creatine","https://zynava.com/tools/ingredient-explorer","observed","high","Creatine","{""id"":""6ac7188c-012a-4946-8668-c23ed872820c"",""sourcePageType"":""products"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","positioning","About ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA exists to solve this problem by giving you simple tools to explore supplement options, build a supplement plan…","https://zynava.com/about","observed","high","About ZYNAVAWhy ZYNAVA ExistsThe supplement market presents a paradox: we have more options than ever before, yet individuals often feel more confused, not less. ZYNAVA exists to …","{""id"":""a97f6a9b-907d-446c-99ae-1d25a9a79e68"",""sourcePageType"":""about"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and prices from multiple retailers. You can also build a personalized supplement plan and ask supplement questions with our AI advisor for non-medical, educational guidance. We do not sell supplements — we route you to third-party retailers.","https://zynava.com/faq","observed","high","Q: What is ZYNAVA? A: Zynava is a free AI-powered supplement search and price-comparison engine. Tell us what you're looking for, and Zynava shows matching supplement options and …","{""id"":""08c36767-0d56-4641-b97e-14e8181a9617"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, you are routed to third-party retailers where you can review it and make your own purchasing decisions.","https://zynava.com/faq","observed","high","Q: Does ZYNAVA sell supplements? A: No. Zynava does not sell, manufacture, or distribute supplements. We are an independent search and comparison engine. When you find a product, …","{""id"":""5096e40d-4c1b-42de-aab0-9a941eec07df"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your responses, we help you find supplements that may align with what you're looking for. You can also search for any supplement by name, explore options across retailers, or open the advisor chat for ingredient and goal questions. The process is free, requires no account,","https://zynava.com/faq","observed","high","Q: How does the Supplement Advisor work? A: The Supplement Advisor asks you a few quick questions about your wellness goals, lifestyle, and dietary preferences. Based on your resp…","{""id"":""b2faf813-6c7d-4fd0-bb3e-a106b8f99419"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We do not replace conversations with qualified healthcare professionals. Before using any supplement, especially if you have health conditions, take medications, or are pregnant or breastfeeding, please consult with a healthcare provider.","https://zynava.com/faq","observed","high","Q: Is ZYNAVA medical advice? A: No. ZYNAVA provides educational and informational guidance only. We do not diagnose, treat, cure, or prevent any disease or medical condition. We d…","{""id"":""9966576a-d270-4398-b8c4-b271c2655a03"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our guidance platform.","https://zynava.com/faq","observed","high","Q: Do I need to create an account? A: No. You can use the Supplement Advisor without creating an account. We respect your privacy and do not require registration to access our gui…","{""id"":""ae6dd8ab-eedb-4ecc-9250-87df423d733a"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools or results — there are no sponsored placements, no paid rankings, and no brand partnerships that affect what you see. We are transparent about our affiliate relationships and prioritize accuracy over sales.","https://zynava.com/faq","observed","high","Q: How does ZYNAVA make money? A: ZYNAVA may receive affiliate commissions when users click through to third-party retailers and make purchases. This does not influence our tools …","{""id"":""0575f9c4-cfe4-4896-823c-c87e6e574203"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on available information about ingredients and supplement types, but we cannot promise that any product will produce specific results for any individual.","https://zynava.com/faq","observed","high","Q: Are ZYNAVA's recommendations guaranteed? A: No. ZYNAVA does not guarantee outcomes or results. Individual experiences with supplements vary. Our recommendations are based on av…","{""id"":""39fb00f7-44aa-457e-928f-047cd98ae845"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","faq","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, NCCIH, and other evidence-based resources. We summarize and paraphrase information - we do not copy content verbatim. All content is reviewed for accuracy and compliance.","https://zynava.com/faq","observed","high","Q: What sources does ZYNAVA use for information? A: ZYNAVA uses authoritative, publicly available sources including the NIH Office of Dietary Supplements (ODS), PubMed research, N…","{""id"":""8068d500-df10-45a2-9cd7-25d1d88fa65b"",""sourcePageType"":""faq"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","educationalTopics","Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredients Matter · Your Experience Matters · Trust & Transparency","https://zynava.com","observed","high","Compare Supplement Prices Based on Your Preferences · Why Zynava Exists · Smarter Choices, Your Way · Research Made Simple · Explore more ways to choose confidently · Why Ingredie…","{""id"":""f439c942-4419-49a4-b857-a3077f258fc5"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteTestimonial","Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?","https://zynava.com","observed","medium","Thousands of supplements. Conflicting claims. Aggressive marketing. How do you choose?","{""id"":""57bba78c-20e7-4d0c-a394-a1b3982dfe3c"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteTestimonial","We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.","https://zynava.com","observed","medium","We simplify supplement decisions with three free, AI-powered tools: explore options, build your plan, and ask supplement questions.","{""id"":""08dce19c-4442-469b-bd47-88ac4d7d9483"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteCta","Start Saving","https://zynava.com","observed","medium","Start Saving","{""id"":""42033faf-38ee-429d-99cb-562d3d5dff03"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteCta","Explore Options→","https://zynava.com","observed","medium","Explore Options→","{""id"":""bd79bcd0-39c5-4bf9-9478-e86be09f5bdb"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteCta","Explore tools →","https://zynava.com","observed","medium","Explore tools →","{""id"":""a59e232a-35c6-4150-9ce9-ec970c0ed59f"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteCta","Explore ingredients →","https://zynava.com","observed","medium","Explore ingredients →","{""id"":""cf628775-28dd-4fdf-bdc4-ea813f819850"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","websiteCta","Get Started→","https://zynava.com","observed","medium","Get Started→","{""id"":""60c9f304-2afe-46a5-8664-c0adfa73708f"",""sourcePageType"":""home"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","social.facebook","https://www.facebook.com/zynava","https://www.facebook.com/zynava","observed","high","https://www.facebook.com/zynava","{""id"":""0a6d7b07-258d-4eba-adf9-6d1d17bd0329"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","social.linkedin","https://www.linkedin.com/company/zynava","https://www.linkedin.com/company/zynava","observed","high","https://www.linkedin.com/company/zynava","{""id"":""03e424b7-9d93-4eaf-952b-c106da9bf58e"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","social.youtube","https://www.youtube.com/@zynava","https://www.youtube.com/@zynava","observed","high","https://www.youtube.com/@zynava","{""id"":""4a0ff2a2-467a-41ca-9d40-a983ad221a0b"",""sourcePageType"":""social_link"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","ownedTopics","Supplement Guides & EducationFree, evidence-based guides to help you understand supplement quality, safety, and research. Written by the ZYNAVA Editorial Team and reviewed by our advisory board.Foundational GuidesUnderstanding FDA Suppleme…","https://zynava.com/learn","observed","medium","Supplement Guides & EducationFree, evidence-based guides to help you understand supplement quality, safety, and research. Written by the ZYNAVA Editorial Team and reviewed by our …","{""id"":""342429ac-8070-412e-aee4-f15f7bc60a90"",""sourcePageType"":""blog"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/contact","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""5e433f87-aa86-48fc-9d41-5b475c1dcca5"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""1b0faf93-d395-4c62-a7e5-825d799b6adc"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/about","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""3a16aa31-0505-4112-a854-f71407c95d91"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/tools/ingredient-explorer","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""1cc26994-cc9d-4f73-afcd-f9fc749cc116"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/supplements/catalog","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""1c38069a-e5d4-4f30-817c-15e41f795125"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/supplements/catalog/minerals/calcium","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""e4bdb8d4-6b8f-4692-8f26-4ddcfa69e3a2"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/supplements/catalog/minerals/magnesium","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""65747fc4-2c92-4b69-bf4f-ec22693c5949"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"evidence","serviceArea","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","https://zynava.com/how-it-works","observed","high","15257 Amberly Dr, Ste 233, Tampa, FL, 33647, US","{""id"":""5f926315-e3c3-4889-b337-5fc70c489056"",""sourcePageType"":""location"",""base"":""Draft materialized by analyzeWebsite""}","2026-07-28T23:46:07.541Z"
"signal","title","AI-Powered Supplement Search Engine","https://zynava.com","observed","high","AI-Powered Supplement Search Engine","crawl signal","2026-07-28T23:46:07.541Z"
"signal","meta_description","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers and shows the lowest observed price and price per serving when verified. Educational only; not medical advice.","https://zynava.com","observed","high","Choose your ingredient, form, dietary needs, and budget. Zynava finds matching products across participating retailers …","crawl signal","2026-07-28T23:46:07.541Z"
